MAGs	seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
338R_metabinner_33_sub	338R_metabinner_33_sub_321	13076	No terminal repeats	NA	18	11	0.9055	NA	9	28.2258	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
339R_concoct_49	339R_concoct_49_207	48244	No terminal repeats	NA	69	11	0.8904	NA	8	33.247	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
339R_concoct_81_sub	339R_concoct_81_sub_91	9034	No terminal repeats	NA	14	11	0.958	NA	5	11.0502	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
339R_concoct_81_sub	339R_concoct_81_sub_488	1944	No terminal repeats	NA	4	11	0.9566	NA	3	4.996	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
339R_concoct_81_sub	339R_concoct_81_sub_332	2987	No terminal repeats	NA	4	11	0.9546	NA	3	4.996	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
339R_concoct_81_sub	339R_concoct_81_sub_303	4573	No terminal repeats	NA	5	11	0.9539	NA	2	2.9713	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
339R_concoct_81_sub	339R_concoct_81_sub_289	12751	No terminal repeats	NA	16	11	0.8004	NA	8	10.4176	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
339R_concoct_84_sub	339R_concoct_84_sub_972	2920	No terminal repeats	NA	5	11	0.8764	NA	2	2.7099	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
339R_metabat_254	339R_metabat_254_148	4041	No terminal repeats	NA	8	11	0.903	NA	3	8.1831	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
339R_metabinner_19	339R_metabinner_19_46	7061	No terminal repeats	NA	11	11	0.8293	NA	6	15.6045	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
339R_metabinner_32	339R_metabinner_32_578	3895	No terminal repeats	NA	2	11	0.9623	NA	1	2.9767	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
339R_metabinner_9	339R_metabinner_9_38	19784	No terminal repeats	NA	24	11	0.8026	NA	3	13.1658	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
340R_metabinner_16_sub	340R_metabinner_16_sub_250	2943	No terminal repeats	NA	3	11	0.8892	NA	1	3.3515	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_concoct_105_sub	341R_concoct_105_sub_201	5229	No terminal repeats	NA	5	11	0.9825	NA	1	6.4946	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_concoct_105_sub	341R_concoct_105_sub_629	4665	No terminal repeats	NA	3	11	0.9797	NA	1	4.9104	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_concoct_105_sub	341R_concoct_105_sub_503	72751	DTR	NA	99	11	0.9778	NA	3	55.734	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_concoct_105_sub	341R_concoct_105_sub_172	24867	No terminal repeats	NA	35	11	0.9776	NA	2	21.1187	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_concoct_105_sub	341R_concoct_105_sub_184	10363	No terminal repeats	NA	15	11	0.9732	NA	2	14.9429	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_concoct_105_sub	341R_concoct_105_sub_950	22236	No terminal repeats	NA	35	11	0.9689	NA	4	24.2821	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_concoct_105_sub	341R_concoct_105_sub_19	7959	No terminal repeats	NA	15	11	0.9559	NA	3	10.2612	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_concoct_105_sub	341R_concoct_105_sub_859	5738	No terminal repeats	NA	10	11	0.9365	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_concoct_105_sub	341R_concoct_105_sub_116	6425	No terminal repeats	NA	7	11	0.921	NA	1	4.5353	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_concoct_105_sub	341R_concoct_105_sub_1147	1527	No terminal repeats	NA	3	11	0.917	NA	1	2.9807	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_concoct_105_sub	341R_concoct_105_sub_341	3203	No terminal repeats	NA	10	11	0.9036	NA	1	3.2659	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_concoct_105_sub	341R_concoct_105_sub_112	1895	No terminal repeats	NA	2	11	0.8934	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_concoct_105_sub	341R_concoct_105_sub_772	1716	No terminal repeats	NA	3	11	0.8872	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_concoct_105_sub	341R_concoct_105_sub_808	2876	No terminal repeats	NA	4	11	0.8843	NA	2	4.8919	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_concoct_105_sub	341R_concoct_105_sub_641	1589	No terminal repeats	NA	1	11	0.8754	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_concoct_105_sub	341R_concoct_105_sub_894	1692	No terminal repeats	NA	1	11	0.8254	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_concoct_105_sub	341R_concoct_105_sub_275	4582	No terminal repeats	NA	5	11	0.8251	NA	1	2.8045	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_concoct_105_sub	341R_concoct_105_sub_1075	2743	No terminal repeats	NA	5	11	0.8225	NA	1	3.3078	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_concoct_105_sub	341R_concoct_105_sub_1179	1704	No terminal repeats	NA	2	11	0.802	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_concoct_14	341R_concoct_14_20	10022	No terminal repeats	NA	20	11	0.9398	NA	1	16.0817	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_concoct_14	341R_concoct_14_33	6672	No terminal repeats	NA	8	11	0.8793	NA	1	10.267	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_concoct_52	341R_concoct_52_806	1537	No terminal repeats	NA	1	11	0.9144	NA	1	1.7183	Unclassified
341R_concoct_52	341R_concoct_52_40	23290	No terminal repeats	NA	21	11	0.824	NA	1	3.6523	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_concoct_52	341R_concoct_52_727	1838	No terminal repeats	NA	2	11	0.817	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_metabat_72_sub	341R_metabat_72_sub_1489	12665	No terminal repeats	NA	16	11	0.9735	NA	2	6.8709	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_metabat_72_sub	341R_metabat_72_sub_1530	84468	No terminal repeats	NA	113	11	0.9434	NA	6	30.7336	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_metabat_72_sub	341R_metabat_72_sub_1181	7281	No terminal repeats	NA	11	11	0.9428	NA	1	6.075	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_metabat_72_sub	341R_metabat_72_sub_194	15205	No terminal repeats	NA	16	11	0.9339	NA	1	7.5682	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_metabat_72_sub	341R_metabat_72_sub_764	35111	No terminal repeats	NA	47	11	0.9196	NA	4	18.0971	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_metabat_72_sub	341R_metabat_72_sub_1658	54732	No terminal repeats	NA	90	11	0.8804	NA	1	9.8355	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_metabinner_12_sub	341R_metabinner_12_sub_45|provirus_49284_60672	11389	Provirus	49284-60672	15	11	0.9667	NA	6	11.954	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_metabinner_12_sub	341R_metabinner_12_sub_115|provirus_37885_71573	33689	Provirus	37885-71573	44	11	0.9609	NA	7	34.8442	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_metabinner_12_sub	341R_metabinner_12_sub_100|provirus_8477_32252	23776	Provirus	8477-32252	23	11	0.9021	NA	4	23.0649	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_metabinner_54_sub	341R_metabinner_54_sub_130	3445	No terminal repeats	NA	6	11	0.9673	NA	1	3.4189	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Mesyanzhinovviridae
341R_metabinner_54_sub	341R_metabinner_54_sub_45	5670	No terminal repeats	NA	6	11	0.965	NA	1	4.5651	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_metabinner_54_sub	341R_metabinner_54_sub_125	5490	No terminal repeats	NA	8	11	0.9595	NA	1	11.1055	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_metabinner_54_sub	341R_metabinner_54_sub_618	6156	No terminal repeats	NA	9	11	0.9395	NA	1	11.2218	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_metabinner_54_sub	341R_metabinner_54_sub_147	3433	No terminal repeats	NA	5	11	0.929	NA	1	5.1434	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_metabinner_54_sub	341R_metabinner_54_sub_221	12147	No terminal repeats	NA	20	11	0.8802	NA	5	10.7476	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_metabinner_56_sub	341R_metabinner_56_sub_657	8261	No terminal repeats	NA	12	11	0.9784	NA	1	14.1874	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_metabinner_56_sub	341R_metabinner_56_sub_402|provirus_5871_44349	38479	Provirus	5871-44349	56	11	0.9166	NA	10	40.5448	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_metabinner_56_sub	341R_metabinner_56_sub_299	58999	No terminal repeats	NA	66	11	0.8276	NA	1	20.0909	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
341R_metabinner_6	341R_metabinner_6_149	5319	No terminal repeats	NA	8	11	0.9797	NA	1	7.9617	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_metabinner_6	341R_metabinner_6_143	6864	No terminal repeats	NA	10	11	0.975	NA	4	11.0837	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_metabinner_6	341R_metabinner_6_182	3546	No terminal repeats	NA	3	11	0.9629	NA	2	2.9919	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_metabinner_6	341R_metabinner_6_141	2055	No terminal repeats	NA	4	11	0.9499	NA	1	2.8045	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_metabinner_6	341R_metabinner_6_122	9115	No terminal repeats	NA	6	11	0.9387	NA	2	4.2807	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
341R_metabinner_6	341R_metabinner_6_36	16667	No terminal repeats	NA	31	11	0.9326	NA	4	15.6341	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10018	GFS_10018_29|provirus_2589_18133	15545	Provirus	2589-18133	21	11	0.9753	NA	3	16.3495	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_1003	GFS_1003_23	10724	No terminal repeats	NA	12	11	0.9798	NA	3	18.4732	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_1003	GFS_1003_265	53727	DTR	NA	78	11	0.9795	NA	4	48.4678	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_1003	GFS_1003_79	4571	No terminal repeats	NA	3	11	0.9785	NA	1	4.2134	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_1003	GFS_1003_314	214070	DTR	NA	274	11	0.9783	NA	12	160.7848	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_1003	GFS_1003_138	161150	No terminal repeats	NA	204	11	0.9702	NA	10	84.7883	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_1003	GFS_1003_228	1056	No terminal repeats	NA	3	11	0.9618	NA	1	3.3061	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_1003	GFS_1003_198	1302	No terminal repeats	NA	3	11	0.8771	NA	1	2.8276	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_1003	GFS_1003_297	7986	No terminal repeats	NA	12	11	0.8012	NA	1	5.1517	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota
GFS_10042	GFS_10042_824	1133	No terminal repeats	NA	1	11	0.9456	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10042	GFS_10042_728	1403	No terminal repeats	NA	2	11	0.8207	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10091	GFS_10091_311|provirus_1_31320	31320	Provirus	1-31320	34	11	0.9295	NA	6	25.3453	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10091	GFS_10091_175|provirus_9778_18461	8684	Provirus	9778-18461	17	11	0.8971	NA	2	10.8908	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10095	GFS_10095_132|provirus_48341_60804	12464	Provirus	48341-60804	13	11	0.9408	NA	3	18.7421	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10097	GFS_10097_49|provirus_144_23794	23651	Provirus	144-23794	30	11	0.9677	NA	8	38.0511	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10135	GFS_10135_435	1633	No terminal repeats	NA	1	11	0.8497	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10141	GFS_10141_41	3991	No terminal repeats	NA	12	11	0.9081	NA	1	4.1214	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10151	GFS_10151_16	11380	No terminal repeats	NA	17	11	0.9693	NA	4	17.8628	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10165	GFS_10165_58	6575	No terminal repeats	NA	16	11	0.9743	NA	2	8.0636	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10165	GFS_10165_391	3355	No terminal repeats	NA	4	11	0.9725	NA	1	2.8843	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
GFS_10167	GFS_10167_372	11201	No terminal repeats	NA	17	11	0.9762	NA	5	13.7414	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10167	GFS_10167_355	9975	No terminal repeats	NA	10	11	0.9714	NA	2	7.9755	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10171	GFS_10171_19	1659	No terminal repeats	NA	4	11	0.9288	NA	1	3.3169	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10199	GFS_10199_738	3131	No terminal repeats	NA	3	11	0.9682	NA	1	3.041	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10199	GFS_10199_709	1460	No terminal repeats	NA	2	11	0.8466	NA	2	2.8814	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10208	GFS_10208_499	2990	No terminal repeats	NA	3	11	0.9699	NA	2	3.0021	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10208	GFS_10208_355	1002	No terminal repeats	NA	1	11	0.9213	NA	1	1.7166	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10208	GFS_10208_155	2730	No terminal repeats	NA	5	11	0.8832	NA	1	4.2279	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10217	GFS_10217_137	7801	No terminal repeats	NA	9	11	0.8609	NA	1	2.189	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10254	GFS_10254_138	85591	No terminal repeats	NA	131	11	0.9753	NA	7	35.0959	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10254	GFS_10254_124	16416	No terminal repeats	NA	20	11	0.9735	NA	1	4.5022	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10318	GFS_10318_291	1595	No terminal repeats	NA	1	11	0.8076	NA	1	1.6886	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10456	GFS_10456_220	7049	No terminal repeats	NA	9	11	0.9808	NA	4	8.5854	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10456	GFS_10456_169	4856	No terminal repeats	NA	3	11	0.9518	NA	1	2.6411	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10464	GFS_10464_122	5193	No terminal repeats	NA	4	11	0.9734	NA	2	4.287	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10485	GFS_10485_511	9244	No terminal repeats	NA	11	11	0.9801	NA	2	8.2412	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10486	GFS_10486_459	5046	No terminal repeats	NA	6	11	0.8984	NA	1	1.5877	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10486	GFS_10486_324	3404	No terminal repeats	NA	1	11	0.8035	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10525	GFS_10525_238	3098	No terminal repeats	NA	6	11	0.9338	NA	1	4.121	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10566	GFS_10566_510	3961	No terminal repeats	NA	4	11	0.9646	NA	1	4.6392	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10644	GFS_10644_37	62813	No terminal repeats	NA	77	11	0.9669	NA	2	49.6657	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10644	GFS_10644_87	1567	No terminal repeats	NA	2	11	0.8328	NA	1	1.7183	Unclassified
GFS_10653	GFS_10653_61	14422	No terminal repeats	NA	13	11	0.9749	NA	2	8.5792	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10653	GFS_10653_82	8165	No terminal repeats	NA	13	11	0.9673	NA	3	12.6761	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10653	GFS_10653_13	24662	No terminal repeats	NA	31	11	0.9564	NA	1	6.8358	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10653	GFS_10653_86	9658	No terminal repeats	NA	15	11	0.8999	NA	3	7.8858	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10685	GFS_10685_487	4885	No terminal repeats	NA	6	11	0.8535	NA	1	4.6615	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10685	GFS_10685_546	3415	No terminal repeats	NA	4	11	0.8477	NA	1	2.7614	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10704	GFS_10704_317	3955	No terminal repeats	NA	4	11	0.8967	NA	1	4.2045	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10719	GFS_10719_71|provirus_45003_57223	12221	Provirus	45003-57223	14	11	0.9113	NA	4	9.0555	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10742	GFS_10742_339	2081	No terminal repeats	NA	4	11	0.9465	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10742	GFS_10742_300	2711	No terminal repeats	NA	4	11	0.8969	NA	1	2.4468	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10753	GFS_10753_390	4358	No terminal repeats	NA	4	11	0.9443	NA	1	4.1383	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10753	GFS_10753_1415	1243	No terminal repeats	NA	2	11	0.9365	NA	2	3.0477	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10753	GFS_10753_340	1629	No terminal repeats	NA	4	11	0.9191	NA	3	4.1196	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10753	GFS_10753_376	4188	No terminal repeats	NA	5	11	0.916	NA	1	2.671	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10753	GFS_10753_757	1845	No terminal repeats	NA	4	11	0.9136	NA	1	2.7462	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10753	GFS_10753_144	1801	No terminal repeats	NA	2	11	0.8574	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10753	GFS_10753_866	1312	No terminal repeats	NA	1	11	0.841	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10753	GFS_10753_373	2042	No terminal repeats	NA	4	11	0.8254	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10772	GFS_10772_92	1284	No terminal repeats	NA	1	11	0.958	NA	1	1.5986	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10782	GFS_10782_833	4932	No terminal repeats	NA	9	11	0.952	NA	2	8.5797	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10782	GFS_10782_760	1416	No terminal repeats	NA	4	11	0.9366	NA	1	2.8219	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10782	GFS_10782_895	3067	No terminal repeats	NA	8	11	0.9193	NA	1	6.1153	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10782	GFS_10782_68	1661	No terminal repeats	NA	1	11	0.8461	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10814	GFS_10814_515	18582	No terminal repeats	NA	24	11	0.961	NA	3	15.1143	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10814	GFS_10814_508	1556	No terminal repeats	NA	2	11	0.9547	NA	1	3.4109	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10814	GFS_10814_603	14815	No terminal repeats	NA	20	11	0.9437	NA	1	11.6003	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10814	GFS_10814_568	2598	No terminal repeats	NA	3	11	0.9286	NA	1	1.7165	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10859	GFS_10859_436|provirus_2_10821	10820	Provirus	2-10821	12	11	0.9769	NA	2	8.9177	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10870	GFS_10870_130	4733	No terminal repeats	NA	9	11	0.9646	NA	1	8.5753	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10881	GFS_10881_14	3848	No terminal repeats	NA	8	11	0.9713	NA	2	9.7106	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10903	GFS_10903_53	8915	No terminal repeats	NA	14	11	0.8719	NA	8	18.0925	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10912	GFS_10912_185	4659	DTR	NA	3	11	0.9293	NA	1	3.8647	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10912	GFS_10912_197|provirus_44380_60405	16026	Provirus	44380-60405	14	11	0.9099	NA	6	15.8462	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10914	GFS_10914_92	34691	No terminal repeats	NA	45	11	0.9758	NA	14	38.8111	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10914	GFS_10914_102	6795	No terminal repeats	NA	16	11	0.9755	NA	1	6.1197	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10914	GFS_10914_51	6971	No terminal repeats	NA	12	11	0.9655	NA	1	7.8685	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10914	GFS_10914_493	11951	No terminal repeats	NA	23	11	0.9303	NA	1	6.0904	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10914	GFS_10914_521	7232	No terminal repeats	NA	11	11	0.9045	NA	1	3.2753	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10924	GFS_10924_116	6884	No terminal repeats	NA	8	11	0.9755	NA	1	7.9001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10924	GFS_10924_85	5922	No terminal repeats	NA	6	11	0.9279	NA	2	8.8303	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_10924	GFS_10924_146	3890	No terminal repeats	NA	10	11	0.8323	NA	1	1.5052	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_1093	GFS_1093_22	18116	No terminal repeats	NA	23	11	0.9779	NA	3	20.8622	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
